id,bloco,descricao,valor_no_artigo,fonte_arquivo,fonte_localizador,valor_bruto_na_fonte,transformacao,trecho_esperado_no_tex,ocorrencias_no_tex,status,origem_registro
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","80,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_superior,0.8037120345757897,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","47,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_inferior,0.474065743201988,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","$<$0,000001",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna p_exato_pareado_bicaudal,2.384185791015625e-07,"p exato < 1e-6 reportado como '$<$0,000001'","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","5,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna media_abaixo,0.0555555555555555,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna media_acima,0.6388888888888888,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","58,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna diferenca,0.5833333333333334,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","9,2",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna erro_padrao_pareado,0.0923674511489087,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","77,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna ic95_convencional_superior,0.7708492282230092,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","39,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna ic95_convencional_inferior,0.3958174384436576,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_QUALQUER_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","0,0000057",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna p_exato_pareado_bicaudal,5.7220458984375e-06,p exato com 7 casas,"Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK,conferidor_principal
REUSO_A8_TXT_A7_PARES,Secao 4.6,Pares adjacentes do diagnostico anterior,423,output/tema_trabalho/A7_cutoff_selecao_resumo.json,campo suporte/pares_adjacentes_total_quatro_publicacoes,423,inteiro,"adjacentes, com 423 pares nas quatro publicações",1,OK,conferidor_principal
REUSO_A8_TXT_CH1_ATIVO,Secao 5.1,Diferenca de presenca ativa por chamada de 2025,"33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 3; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","a diferença de homologação é de 60,0 pontos percentuais nos 30 pares da primeira chamada e de 83,3 pontos percentuais nos 6 pares da segunda; a diferença de presença ativa é de 33,3 pontos percentuais em ambas",1,OK,conferidor_principal
REUSO_A8_TXT_CH1_HOMOLOG,Secao 5.1,Diferenca de homologacao na chamada 1 de 2025,"60,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 2; coluna diferenca,0.6,"proporcao x100, 1 casa","a diferença de homologação é de 60,0 pontos percentuais nos 30 pares da primeira chamada e de 83,3 pontos percentuais nos 6 pares da segunda; a diferença de presença ativa é de 33,3 pontos percentuais em ambas",1,OK,conferidor_principal
REUSO_A8_TXT_CH2_HOMOLOG,Secao 5.1,Diferenca de homologacao na chamada 2 de 2025,"83,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 6; coluna diferenca,0.8333333333333334,"proporcao x100, 1 casa","a diferença de homologação é de 60,0 pontos percentuais nos 30 pares da primeira chamada e de 83,3 pontos percentuais nos 6 pares da segunda; a diferença de presença ativa é de 33,3 pontos percentuais em ambas",1,OK,conferidor_principal
REUSO_A8_TXT_DATA_SNAPSHOT,Secoes 4.3 e 5.1,Data de referencia do desfecho substantivo,12 de agosto de 2026,output/tema_trabalho/A8_protocolo_cutoff_escore.json,campo outcome_substantivo_principal,ativo no mesmo curso-CNES em 2026-08-12,2026-08-12 escrito por extenso,ativo no mesmo curso--CNES em 12 de agosto de 2026,1,OK,conferidor_principal
REUSO_A8_TXT_DISC_ATIVO,Secao 5.1,Pares discordantes na presenca ativa (favoraveis e contrarios),14 e 2,output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna discordantes_favoraveis e linha 11; coluna discordantes_contrarios,14; 2,inteiros,"no desfecho de presença ativa, 14 são favoráveis e 2 contrários",1,OK,conferidor_principal
REUSO_A8_TXT_DISC_HOMOLOG,Secao 5.1,Pares discordantes favoraveis em homologacao,23,output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna discordantes_favoraveis,23,inteiro,"Entre os 36 pares, 23 são discordantes e todos favoráveis no desfecho de homologação",1,OK,conferidor_principal
REUSO_A8_TXT_EMPATES_METODO,Secao 4.2,Pares empatados excluidos em 2025,76,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,"soma de linha 2, linha 3; coluna pares_empate_excluidos",76.0,soma das duas chamadas de 2025,76 pares empatados são excluídos,1,OK,conferidor_principal
REUSO_A8_TXT_GAP1_CH1_CH2,Secao 4.2,Pares com gap de um ponto por chamada de 2025,30 e 6,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna pares_gap_1_ac e linha 3; coluna pares_gap_1_ac,30; 6,inteiros,"Em 2025, restam 30 pares na primeira chamada e 6 na segunda, totalizando 36 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAP2_ATIVO,Secao 5.3,Presenca ativa no recorte gap_positivo_ate_2_ac (corpo),"35,1",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 5; coluna diferenca,0.3513513513513513,"proporcao x100, 1 casa","Com gap positivo de até dois pontos, o efeito é de 58,1 pontos percentuais em homologação e de 35,1 pontos percentuais em presença ativa, em 74 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAP2_HOMOLOG,Secao 5.3,Homologacao no recorte gap_positivo_ate_2_ac (corpo),"58,1",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 4; coluna diferenca,0.581081081081081,"proporcao x100, 1 casa","Com gap positivo de até dois pontos, o efeito é de 58,1 pontos percentuais em homologação e de 35,1 pontos percentuais em presença ativa, em 74 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAP2_N,Secao 5.3,Pares no recorte gap_positivo_ate_2_ac (corpo),74,output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 4; coluna n_pares,74,inteiro,"Com gap positivo de até dois pontos, o efeito é de 58,1 pontos percentuais em homologação e de 35,1 pontos percentuais em presença ativa, em 74 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAPQ_ATIVO,Secao 5.3,Presenca ativa no recorte qualquer_gap_positivo_ac (corpo),"36,0",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 7; coluna diferenca,0.36,"proporcao x100, 1 casa","Com qualquer gap positivo, o efeito é de 58,0 e 36,0 pontos percentuais, em 100 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAPQ_HOMOLOG,Secao 5.3,Homologacao no recorte qualquer_gap_positivo_ac (corpo),"58,0",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 6; coluna diferenca,0.58,"proporcao x100, 1 casa","Com qualquer gap positivo, o efeito é de 58,0 e 36,0 pontos percentuais, em 100 pares",1,OK,conferidor_principal
REUSO_A8_TXT_GAPQ_N,Secao 5.3,Pares no recorte qualquer_gap_positivo_ac (corpo),100,output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 6; coluna n_pares,100,inteiro,"Com qualquer gap positivo, o efeito é de 58,0 e 36,0 pontos percentuais, em 100 pares",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_ATIVO_MAX,Secao 5.3,Maximo do leave-one-out em presenca ativa,"38,7",output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo leave_one_out/ativo_mesma_celula_snapshot/max,0.3870967741935484,"proporcao x100, 1 casa","Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_ATIVO_MIN,Secao 5.3,Minimo do leave-one-out em presenca ativa,"27,3",output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo leave_one_out/ativo_mesma_celula_snapshot/min,0.2727272727272727,"proporcao x100, 1 casa","Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_HOMOLOG_MAX,Secao 5.3,Maximo do leave-one-out em homologacao,"71,0",output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo leave_one_out/homologacao_mesma_celula/max,0.7096774193548387,"proporcao x100, 1 casa","Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_HOMOLOG_MIN,Secao 5.3,Minimo do leave-one-out em homologacao,"58,1",output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo leave_one_out/homologacao_mesma_celula/min,0.5806451612903226,"proporcao x100, 1 casa","Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_N_CURSOS,Secao 5.3,Cursos distintos no leave-one-out,12,output/tema_trabalho/A8_tabela_05_leave_one_out.csv,coluna grupo_excluido; dimensao_excluida=course_code,12,contagem de grupos distintos,"Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_N_EXCLUSOES,Secao 5.3,Numero de exclusoes do leave-one-out,23,output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo leave_one_out/homologacao_mesma_celula/n_exclusoes,23,inteiro,"Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_LOO_N_UFS,Secao 5.3,UFs distintas no leave-one-out,11,output/tema_trabalho/A8_tabela_05_leave_one_out.csv,coluna grupo_excluido; dimensao_excluida=uf,11,contagem de grupos distintos,"Excluindo sucessivamente cada um dos 12 cursos e cada uma das 11 unidades da federação presentes na amostra principal, em 23 exclusões, a diferença de homologação permanece entre 58,1 e 71,0 pontos percentuais e a diferença de presença ativa permanece entre 27,3 e 38,7 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_TXT_N_FONTES,Secao 4.1,Numero de arquivos de entrada com hash congelado,seis,output/tema_trabalho/A8_protocolo_cutoff_escore.json,campo hashes_entradas,6,contagem escrita por extenso,As seis entradas têm hash SHA-256 congelado,1,OK,conferidor_principal
REUSO_A8_TXT_N_PARES_RESULTADO,Secao 5.1,Pares da amostra principal de 2025,36,output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo resultado_principal_2025/n_pares,36,inteiro,apresenta o resultado principal nos 36 pares de,1,OK,conferidor_principal
REUSO_A8_TXT_N_PARES_RESUMO,Resumo,Pares da amostra principal de 2025,36,output/tema_trabalho/A8_estimativas_cutoff_escore.json,campo resultado_principal_2025/n_pares,36,inteiro,"Em 36 pares de 2025, ganhar a vaga elevou a homologação",1,OK,conferidor_principal
REUSO_A8_TXT_PLACEBO_ABAIXO_N,Secao 5.2,Pares do placebo abaixo do cutoff,30,output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 2; coluna n_pares,30,inteiro,Entre os 30 pares de não selecionados separados por um ponto,1,OK,conferidor_principal
REUSO_A8_TXT_PLACEBO_ACIMA_DIF,Secao 5.2,Diferenca do placebo acima do cutoff,"$-$20,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna diferenca,-0.2,"proporcao x100, 1 casa","e produz $-$20,0 pontos percentuais em ambos os desfechos",1,OK,conferidor_principal
REUSO_A8_TXT_PLACEBO_ACIMA_N,Secao 5.2,Pares do placebo acima do cutoff,5,output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna n_pares,5,inteiro,acima do cutoff tem apenas 5 pares,1,OK,conferidor_principal
REUSO_A8_TXT_PLACEBO_ATIVO,Secao 5.2,Placebo abaixo em presenca ativa (corpo),"0,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 3; coluna diferenca,0.0,"proporcao x100, 1 casa","a diferença é de $-$3,3 pontos percentuais em homologação e de 0,0 ponto percentual em presença ativa, ambas com teste exato de 1,000",1,OK,conferidor_principal
REUSO_A8_TXT_PLACEBO_HOMOLOG,Secao 5.2,Placebo abaixo em homologacao (corpo),"$-$3,3",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 2; coluna diferenca,-0.0333333333333333,"proporcao x100, 1 casa","a diferença é de $-$3,3 pontos percentuais em homologação e de 0,0 ponto percentual em presença ativa, ambas com teste exato de 1,000",1,OK,conferidor_principal
REUSO_A8_TXT_QUALQUER_ATIVO,Secao 5.1,Diferenca de atividade em qualquer local,"33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","a diferença é de 58,3 pontos percentuais em homologação e de 33,3 pontos percentuais em atividade",1,OK,conferidor_principal
REUSO_A8_TXT_QUALQUER_HOMOLOG,Secao 5.1,Diferenca de homologacao em qualquer local,"58,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna diferenca,0.5833333333333334,"proporcao x100, 1 casa","a diferença é de 58,3 pontos percentuais em homologação e de 33,3 pontos percentuais em atividade",1,OK,conferidor_principal
REUSO_A8_TXT_REP2026_P_RESUMO,Resumo,Teste exato da replicacao de 2026,"0,125",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 14; coluna p_exato_pareado_bicaudal,0.125,p exato com 3 casas,"com teste exato impreciso ($p$ de 0,125)",1,OK,conferidor_principal
REUSO_DDD_TXT_BETA,Apendice C,Diferenca ajustada do portao de relevancia,"2,79",output/avaliacao_impacto/relatorios/01_relatorio_portao_relevancia.json,campo resultados_ajustados/tem_alocado_muni_ddd/beta,0.02785417073855955,"proporcao x100, 2 casas","com 319 células em 93 municípios, a modalidade imediata não prediz a alocação confirmada: a diferença ajustada é de 2,79 pontos percentuais, com erro-padrão de 6,89 pontos percentuais e $p$ de 0,6871",1,OK,conferidor_principal
REUSO_DDD_TXT_CELULAS,Apendice C,Celulas da amostra DDD,319,output/avaliacao_impacto/relatorios/01_relatorio_portao_relevancia.json,campo amostra_ddd_municipio_curso/n_celulas,319,inteiro,"com 319 células em 93 municípios, a modalidade imediata não prediz a alocação confirmada: a diferença ajustada é de 2,79 pontos percentuais, com erro-padrão de 6,89 pontos percentuais e $p$ de 0,6871",1,OK,conferidor_principal
REUSO_DDD_TXT_MUNICIPIOS,Apendice C,Municipios da amostra DDD,93,output/avaliacao_impacto/relatorios/01_relatorio_portao_relevancia.json,campo amostra_ddd_municipio_curso/n_municipios,93,inteiro,"com 319 células em 93 municípios, a modalidade imediata não prediz a alocação confirmada: a diferença ajustada é de 2,79 pontos percentuais, com erro-padrão de 6,89 pontos percentuais e $p$ de 0,6871",1,OK,conferidor_principal
REUSO_DDD_TXT_P,Apendice C,p-valor do portao de relevancia,"0,6871",output/avaliacao_impacto/relatorios/01_relatorio_portao_relevancia.json,campo resultados_ajustados/tem_alocado_muni_ddd/p_valor,0.6871340286278808,4 casas,"com 319 células em 93 municípios, a modalidade imediata não prediz a alocação confirmada: a diferença ajustada é de 2,79 pontos percentuais, com erro-padrão de 6,89 pontos percentuais e $p$ de 0,6871",1,OK,conferidor_principal
REUSO_DDD_TXT_SE,Apendice C,Erro-padrao do portao de relevancia,"6,89",output/avaliacao_impacto/relatorios/01_relatorio_portao_relevancia.json,campo resultados_ajustados/tem_alocado_muni_ddd/se,0.06894217720365181,"proporcao x100, 2 casas","com 319 células em 93 municípios, a modalidade imediata não prediz a alocação confirmada: a diferença ajustada é de 2,79 pontos percentuais, com erro-padrão de 6,89 pontos percentuais e $p$ de 0,6871",1,OK,conferidor_principal
REUSO_RDD_TXT_DIVERGENTES,Apendice C,Municipios com faixa divergente,177,output/rdd_bolsa/portao_regra_ivs.json,campo diagnostico_publico/n_divergentes,177,inteiro,"191 dos 368 municípios são reproduzidos e 177 divergem, ou 48,1\% do total",1,OK,conferidor_principal
REUSO_RDD_TXT_PCT,Apendice C,Percentual de divergencia,"48,1",output/rdd_bolsa/portao_regra_ivs.json,campo diagnostico_publico/pct_divergentes,48.09782608695652,1 casa,"191 dos 368 municípios são reproduzidos e 177 divergem, ou 48,1\% do total",1,OK,conferidor_principal
REUSO_RDD_TXT_REPRODUZIDOS,Apendice C,Municipios com faixa reproduzida,191,output/rdd_bolsa/portao_regra_ivs.json,campo diagnostico_publico/n_reproduzidos,191,inteiro,"191 dos 368 municípios são reproduzidos e 177 divergem, ou 48,1\% do total",1,OK,conferidor_principal
REUSO_RDD_TXT_TOTAL,Apendice C,Municipios do quadro,368,output/rdd_bolsa/portao_regra_ivs.json,campo diagnostico_publico/n_municipios,368,inteiro,"191 dos 368 municípios são reproduzidos e 177 divergem, ou 48,1\% do total",1,OK,conferidor_principal
